Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Drib_Tkl,Drib_Att,Drib_Tkl%,Drib_Past,Press,Press_Succ,Press_%,Press_Def 3rd,Press_Mid 3rd,Press_Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
363,Ricardo Pereira\Ricardo-Pereira,pt POR,DF,Leicester City,25,1993,28.0,4.36,2.43,2.54,1.25,0.57,2.00,4.32,46.3,2.32,20.1,6.29,31.3,9.79,6.71,3.61,2.11,0.29,0.00,1.82,1.46,5.82,3.46,0.07,Matches
364,Roberto Pereyra\Roberto-Pereyra,ar ARG,FWMF,Watford,28,1991,18.3,0.87,0.55,0.49,0.22,0.16,0.27,1.58,17.2,1.31,18.6,4.92,26.5,4.04,8.47,6.07,2.13,0.05,0.00,2.08,0.60,1.48,0.27,0.05,Matches
365,Ayoze Pérez\Ayoze-Perez,es ESP,MFFW,Leicester City,26,1993,22.3,2.29,1.52,0.67,1.17,0.45,0.63,2.60,24.1,1.97,25.8,7.80,30.3,4.75,13.2,7.80,1.43,0.09,0.00,1.35,0.76,3.05,0.54,0.00,Matches
366,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,25,1994,38.0,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.0,0.13,0.21,0.08,37.5,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,Matches
367,Brandon Pierrick\Brandon-Pierrick,eng ENG,DFFW,Crystal Palace,17,2001,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,5.00,0.00,0.0,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,Matches
368,Erik Pieters\Erik-Pieters,nl NED,DFMF,Burnley,30,1988,20.9,2.78,1.96,1.15,1.48,0.14,1.05,2.97,35.5,1.91,16.5,4.07,24.6,7.75,6.75,2.01,3.11,0.38,0.00,2.73,0.62,3.40,4.26,0.00,Matches
369,Daniel Podence\Daniel-Podence,pt POR,FWMF,Wolves,23,1995,3.2,0.63,0.63,0.31,0.00,0.31,0.00,0.94,0.0,0.94,13.4,4.06,30.2,2.50,6.25,4.69,1.56,0.31,0.00,1.25,0.00,0.63,0.94,0.00,Matches
370,Paul Pogba\Paul-Pogba,fr FRA,MF,Manchester Utd,26,1993,13.4,1.87,1.19,0.82,0.75,0.30,0.60,1.34,44.4,0.75,12.3,4.33,35.2,4.55,5.30,2.46,1.49,0.52,0.00,0.97,0.30,2.16,0.97,0.07,Matches
371,Nick Pope\Nick-Pope,eng ENG,GK,Burnley,27,1992,38.0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.0,0.03,0.13,0.03,20.0,0.13,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.00,0.03,Matches
372,Dennis Praet\Dennis-Praet,be BEL,MF,Leicester City,25,1994,12.6,2.38,1.43,0.56,1.51,0.32,0.79,2.46,32.3,1.67,24.1,6.03,25.0,7.46,12.8,3.89,2.06,0.16,0.00,1.90,1.03,3.41,1.03,0.08,Matches
373,Sebastian Prödl\Sebastian-Prodl,at AUT,DF,Watford,32,1987,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,5.00,0.00,0.0,3.33,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,Matches
374,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,27,1991,31.4,1.85,1.21,0.92,0.73,0.19,0.70,2.17,32.4,1.46,15.4,4.59,29.8,6.24,7.45,1.72,1.24,0.35,0.00,0.89,1.02,2.87,1.37,0.06,Matches
375,Teemu Pukki\Teemu-Pukki,fi FIN,FW,Norwich City,29,1990,32.1,0.53,0.37,0.12,0.16,0.25,0.06,1.15,5.4,1.09,18.8,4.98,26.6,1.50,7.69,9.56,0.69,0.09,0.00,0.59,0.25,0.78,0.28,0.00,Matches
376,Christian Pulisic\Christian-Pulisic,us USA,FW,Chelsea,20,1998,19.1,1.62,0.99,0.89,0.52,0.21,0.58,1.83,31.4,1.26,19.8,5.81,29.3,4.76,9.01,6.07,1.20,0.00,0.00,1.20,0.10,1.73,0.58,0.00,Matches
377,Ignacio Pussetto\Ignacio-Pussetto,ar ARG,FWDF,Watford,23,1995,0.8,7.50,3.75,3.75,2.50,1.25,3.75,11.3,33.3,7.50,47.5,10.0,21.1,23.8,21.3,2.50,3.75,1.25,1.25,2.50,3.75,11.3,5.00,0.00,Matches
378,Domingos Quina\Domingos-Quina,pt POR,MF,Watford,19,1999,0.2,5.00,0.00,5.00,0.00,0.00,5.00,15.0,33.3,10.0,80.0,15.0,18.8,25.0,35.0,20.0,10.0,0.00,0.00,10.0,0.00,5.00,0.00,0.00,Matches
379,Aaron Ramsdale\Aaron-Ramsdale,eng ENG,GK,Bournemouth,21,1998,37.0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.0,0.05,0.22,0.03,12.5,0.22,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.00,0.05,Matches
380,Darren Randolph\Darren-Randolph,ie IRL,GK,West Ham,32,1987,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
381,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,21,1997,29.4,0.41,0.20,0.03,0.24,0.14,0.24,0.95,25.0,0.71,12.9,3.47,27.0,1.09,5.95,5.82,0.88,0.00,0.00,0.88,0.27,0.68,0.68,0.00,Matches
382,Nathan Redmond\Nathan-Redmond,eng ENG,MFFW,Southampton,25,1994,30.7,1.86,1.50,0.52,0.81,0.52,0.62,2.08,29.7,1.47,20.9,6.29,30.0,5.34,8.27,7.33,1.27,0.07,0.00,1.21,0.46,2.31,0.42,0.00,Matches
383,Pepe Reina\Pepe-Reina,es ESP,GK,Aston Villa,36,1982,12.0,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.0,0.08,0.33,0.08,25.0,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.17,Matches
384,Declan Rice\Declan-Rice,eng ENG,MF,West Ham,20,1999,38.0,3.21,2.34,1.74,1.37,0.11,0.84,2.50,33.7,1.66,21.6,6.24,28.9,10.2,10.1,1.26,1.79,0.24,0.00,1.55,1.32,4.53,1.63,0.00,Matches
385,Richarlison\Richarlison,br BRA,FW,Everton,22,1997,34.1,1.99,1.32,0.76,0.82,0.41,0.56,1.67,33.3,1.11,20.8,5.51,26.5,3.52,9.77,7.54,1.00,0.15,0.00,0.85,0.26,2.26,1.41,0.00,Matches
386,Diego Rico\Diego-Rico,es ESP,DF,Bournemouth,26,1993,25.9,2.51,1.62,1.58,0.81,0.12,0.69,2.16,32.1,1.47,15.7,4.86,31.0,8.07,5.33,2.28,3.17,0.23,0.00,2.93,1.24,3.75,3.78,0.00,Matches
387,Ja?ro Riedewald\Jairo-Riedewald,nl NED,DFMF,Crystal Palace,22,1996,8.5,1.76,1.41,0.59,0.94,0.24,0.94,1.53,61.5,0.59,13.9,4.71,33.9,5.88,6.12,1.88,1.53,0.24,0.00,1.29,1.29,3.06,2.00,0.00,Matches
388,Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,29,1989,14.6,1.64,1.16,0.75,0.68,0.21,0.27,1.16,23.5,0.89,14.2,3.36,23.6,6.10,4.86,3.29,1.85,0.27,0.00,1.58,1.16,2.81,2.47,0.00,Matches
389,Roberto\Roberto,es ESP,GK,West Ham,33,1986,7.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
390,Patrick Roberts\Patrick-Roberts,eng ENG,MFFW,Norwich City,22,1997,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,13.3,3.33,25.0,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
391,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,25,1994,34.6,1.73,0.92,0.55,0.72,0.46,0.87,1.97,44.1,1.10,11.3,3.87,34.4,3.93,4.16,3.18,1.71,0.20,0.00,1.50,0.87,2.60,2.37,0.00,Matches
392,Callum Robinson\Callum-Robinson,ie IRL,FW,Sheffield Utd,24,1995,7.5,0.53,0.53,0.13,0.13,0.27,0.13,0.53,25.0,0.40,23.7,6.67,28.1,3.87,10.7,9.20,0.53,0.00,0.00,0.53,0.40,0.93,0.27,0.00,Matches
393,Jack Robinson\Jack-Robinson,eng ENG,DF,Sheffield Utd,25,1993,5.6,1.61,0.54,0.89,0.71,0.00,0.89,1.79,50.0,0.89,9.82,2.86,29.1,6.07,3.39,0.36,2.68,0.89,0.00,1.79,0.36,1.96,6.96,0.00,Matches
394,Rodri\Rodri,es ESP,MF,Manchester City,23,1996,27.6,2.32,1.59,0.83,1.20,0.29,1.01,2.46,41.2,1.45,16.7,4.96,29.7,5.14,9.28,2.32,1.01,0.22,0.00,0.80,0.54,2.86,2.21,0.00,Matches
395,Jay Rodriguez\Jay-Rodriguez,eng ENG,FW,Burnley,30,1989,22.4,1.47,0.76,0.31,0.71,0.45,0.27,1.61,16.7,1.34,25.6,6.70,26.2,3.44,10.8,11.3,1.92,0.49,0.00,1.43,0.18,1.65,0.31,0.00,Matches
396,Jack Rodwell\Jack-Rodwell,eng ENG,MF,Sheffield Utd,28,1991,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,5.00,0.00,0.0,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,Matches
397,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,29,1990,1.4,1.43,0.71,0.71,0.71,0.00,0.00,2.14,0.0,2.14,11.4,2.86,25.0,4.29,6.43,0.71,0.71,0.71,0.00,0.00,0.71,2.14,6.43,0.00,Matches
398,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,27,1991,20.7,2.71,1.88,1.06,1.35,0.29,1.40,4.01,34.9,2.61,21.3,6.81,32.0,8.21,10.7,2.42,2.80,0.72,0.00,2.08,1.01,3.72,2.71,0.00,Matches
399,Danny Rose\Danny-Rose,eng ENG,DF,Tottenham,29,1990,9.9,1.62,1.31,0.51,0.81,0.30,0.71,1.72,41.2,1.01,10.4,3.43,33.0,4.95,3.43,2.02,2.32,0.71,0.00,1.62,0.61,2.22,3.43,0.00,Matches
400,Danny Rose\Danny-Rose,eng ENG,DF,Newcastle Utd,29,1990,9.6,2.71,1.56,1.56,1.04,0.10,0.94,2.08,45.0,1.15,9.58,3.02,31.5,5.94,3.13,0.52,1.15,0.10,0.00,1.04,0.83,3.54,2.19,0.00,Matches
401,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,26,1993,19.0,2.26,1.26,1.47,0.68,0.11,0.68,1.11,61.9,0.42,8.74,3.37,38.6,5.21,3.37,0.16,1.42,0.42,0.00,1.00,0.16,2.42,5.68,0.11,Matches
402,Lukas Rupp\Lukas-Rupp,de GER,FWMF,Norwich City,28,1991,7.7,1.69,1.17,0.91,0.39,0.39,0.26,1.95,13.3,1.69,24.9,6.23,25.0,10.4,10.8,3.77,2.21,0.13,0.00,2.08,1.17,2.86,0.52,0.13,Matches
403,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,27,1992,38.0,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.0,0.13,0.26,0.11,40.0,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.11,Matches
404,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,MFFW,Newcastle Utd,22,1997,20.7,0.82,0.53,0.53,0.10,0.19,0.24,1.21,20.0,0.97,12.1,3.00,24.7,3.62,5.46,3.04,1.01,0.14,0.00,0.87,0.29,1.11,0.29,0.00,Matches
405,Romain Sa?ss\Romain-Saiss,ma MAR,DF,Wolves,29,1990,30.1,2.19,1.00,1.53,0.66,0.00,0.76,1.50,51.1,0.73,11.4,3.85,33.8,7.57,3.52,0.30,1.93,0.63,0.00,1.30,0.90,3.09,6.68,0.03,Matches
406,Bukayo Saka\Bukayo-Saka,eng ENG,DFFW,Arsenal,17,2001,19.5,1.95,1.13,1.03,0.56,0.36,0.67,1.69,39.4,1.03,14.8,4.31,29.2,5.38,5.44,3.95,1.28,0.21,0.00,1.08,0.46,2.41,1.08,0.05,Matches
407,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,29,1990,10.3,1.17,0.68,0.97,0.10,0.10,0.00,0.49,0.0,0.49,5.15,1.46,28.3,3.30,1.84,0.00,1.46,0.49,0.00,0.97,0.68,1.84,5.15,0.10,Matches
408,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,27,1992,32.0,0.66,0.41,0.09,0.16,0.41,0.13,0.84,14.8,0.72,17.3,5.63,32.6,1.53,5.03,10.7,0.41,0.09,0.00,0.31,0.16,0.81,0.06,0.00,Matches
409,Mbwana Samatta\Mbwana-Samatta,tz TAN,FW,Aston Villa,26,1992,10.5,0.86,0.67,0.10,0.57,0.19,0.10,0.86,11.1,0.76,16.5,4.29,26.0,0.67,8.00,7.81,0.76,0.10,0.00,0.67,0.00,0.86,0.57,0.00,Matches
410,Carlos Sánchez\Carlos-Sanchez,co COL,MFDF,West Ham,33,1986,1.3,1.54,0.77,0.00,1.54,0.00,0.77,0.77,100.0,0.00,20.0,4.62,23.1,4.62,13.8,1.54,1.54,0.00,0.00,1.54,1.54,3.08,3.85,0.00,Matches
411,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,23,1996,27.0,1.81,1.33,1.37,0.44,0.00,0.63,1.93,32.7,1.30,10.3,3.89,37.8,7.00,3.07,0.22,2.07,1.07,0.00,1.00,0.85,2.67,5.93,0.07,Matches
412,Leroy Sané\Leroy-Sane,de GER,FW,Manchester City,23,1996,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
413,Ismaila Sarr\Ismaila-Sarr,sn SEN,FWMF,Watford,21,1998,22.5,1.07,0.80,0.53,0.22,0.31,0.18,0.93,19.0,0.76,18.7,4.53,24.3,4.71,8.00,5.96,0.89,0.13,0.00,0.76,0.71,1.78,0.27,0.00,Matches
414,Fabian Schär\Fabian-Schar,ch SUI,DFMF,Newcastle Utd,27,1991,18.6,2.63,1.45,1.88,0.65,0.11,1.18,2.58,45.8,1.40,12.2,3.23,26.5,8.01,3.71,0.43,2.37,1.13,0.05,1.24,1.72,4.35,5.59,0.11,Matches
415,Ezequiel Schelotto\Ezequiel-Schelotto,it ITA,DF,Brighton,30,1989,4.0,1.50,1.25,1.00,0.25,0.25,0.00,1.25,0.0,1.25,11.8,3.50,29.8,6.50,3.50,1.75,1.75,0.00,0.00,1.75,0.75,2.25,4.25,0.00,Matches
416,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MFDF,Crystal Palace,26,1992,11.5,1.74,0.52,1.04,0.70,0.00,0.26,1.13,23.1,0.87,13.0,3.13,24.2,4.78,6.17,2.00,2.17,0.26,0.00,1.91,0.61,2.35,1.30,0.00,Matches
417,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,32,1986,38.0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.0,0.03,0.13,0.05,40.0,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
418,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,29,1989,11.1,2.88,1.71,1.26,1.44,0.18,0.81,3.06,26.5,2.25,20.7,5.23,25.2,8.02,11.0,1.71,1.98,0.27,0.00,1.71,1.08,3.96,2.16,0.00,Matches
419,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Tottenham,19,2000,3.8,1.32,0.00,0.53,0.79,0.00,0.53,1.32,40.0,0.79,13.4,2.89,21.6,5.53,5.00,2.89,1.05,0.00,0.00,1.05,1.05,2.37,3.95,0.00,Matches
420,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,FW,Liverpool,27,1991,2.1,0.48,0.00,0.00,0.48,0.00,0.00,0.00,,0.00,18.6,5.71,30.8,5.24,6.19,7.14,0.48,0.00,0.00,0.48,0.00,0.48,0.00,0.00,Matches
421,Billy Sharp\Billy-Sharp,eng ENG,FW,Sheffield Utd,33,1986,11.7,0.77,0.43,0.26,0.17,0.34,0.09,0.34,25.0,0.26,18.5,4.70,25.3,1.37,7.78,9.40,0.34,0.00,0.00,0.34,0.09,0.85,0.09,0.00,Matches
422,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,24,1995,19.3,1.76,1.24,0.93,0.52,0.31,0.78,1.81,42.9,1.04,14.2,4.04,28.5,6.22,6.11,1.87,2.75,0.36,0.00,2.38,0.78,2.54,3.01,0.00,Matches
423,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,27,1992,23.5,1.28,0.68,0.64,0.60,0.04,0.34,1.74,19.5,1.40,16.7,3.74,22.4,7.53,7.87,1.28,1.11,0.21,0.00,0.89,0.43,1.70,2.30,0.00,Matches
424,Djibril Sidibé\Djibril-Sidibe,fr FRA,DF,Everton,27,1992,20.3,4.14,1.97,2.36,1.03,0.74,1.67,3.55,47.2,1.87,19.3,5.62,29.1,9.85,6.40,3.05,1.82,0.15,0.00,1.67,1.58,5.71,2.46,0.00,Matches
425,Gylfi Sigur?sson\Gylfi-Sigurdsson,is ISL,MF,Everton,29,1989,28.4,2.11,1.58,0.53,1.09,0.49,0.85,3.10,27.3,2.25,22.9,5.81,25.3,5.60,12.2,5.11,1.73,0.18,0.00,1.55,0.85,2.96,0.56,0.04,Matches
426,Bernardo Silva\Bernardo-Silva,pt POR,FWMF,Manchester City,24,1994,22.6,1.73,1.15,0.66,0.62,0.44,0.66,2.17,30.6,1.50,18.1,5.49,30.4,2.79,7.92,7.35,1.59,0.04,0.00,1.55,1.02,2.74,0.49,0.00,Matches
427,David Silva\David-Silva,es ESP,MF,Manchester City,33,1986,20.3,1.28,0.79,0.15,0.69,0.44,0.49,1.23,40.0,0.74,14.9,4.73,31.8,1.58,7.39,5.91,1.03,0.20,0.00,0.84,0.44,1.72,0.34,0.05,Matches
428,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,22,1996,2.7,1.85,0.74,1.85,0.00,0.00,0.37,1.85,20.0,1.48,11.9,1.48,12.5,6.30,4.81,0.74,0.74,0.00,0.00,0.74,2.22,4.07,4.81,0.37,Matches
429,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,29,1989,27.2,2.06,1.29,1.32,0.70,0.04,0.74,1.84,40.0,1.10,16.1,4.63,28.8,8.05,6.14,1.88,1.40,0.18,0.00,1.21,0.81,2.87,1.76,0.00,Matches
430,Oliver Skipp\Oliver-Skipp,eng ENG,MFDF,Tottenham,18,2000,0.9,3.33,2.22,1.11,2.22,0.00,1.11,2.22,50.0,1.11,34.4,6.67,19.4,15.6,15.6,3.33,3.33,1.11,0.00,2.22,0.00,3.33,0.00,0.00,Matches
431,William Smallbone\William-Smallbone,ie IRL,MF,Southampton,19,2000,4.4,2.73,1.82,0.68,1.82,0.23,0.91,2.73,33.3,1.82,16.4,6.14,37.5,2.95,6.82,6.59,2.27,0.23,0.00,2.05,0.23,2.95,0.68,0.00,Matches
432,Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,28,1991,22.8,2.28,1.32,1.40,0.66,0.22,1.05,2.41,43.6,1.36,17.8,4.87,27.3,8.03,6.75,3.03,2.46,0.26,0.04,2.19,1.01,3.29,2.32,0.00,Matches
433,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MF,Arsenal,19,2000,1.1,0.91,0.91,0.91,0.00,0.00,0.91,2.73,33.3,1.82,20.0,6.36,31.8,5.45,9.09,5.45,0.91,0.00,0.00,0.91,0.91,1.82,2.73,0.00,Matches
434,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Ham,31,1987,16.8,1.61,0.60,1.01,0.54,0.06,0.60,2.38,25.0,1.79,21.8,5.36,24.5,7.02,11.0,3.81,1.25,0.12,0.00,1.13,0.06,1.67,0.95,0.00,Matches
435,Cédric Soares\Cedric-Soares,pt POR,DF,Arsenal,27,1991,2.8,2.14,1.79,0.71,1.43,0.00,0.71,1.79,40.0,1.07,19.6,5.36,27.3,8.21,9.29,2.14,3.57,0.00,0.00,3.57,1.07,3.21,0.71,0.00,Matches
436,Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,27,1991,14.5,3.17,1.66,1.52,1.45,0.21,1.24,2.62,47.4,1.38,20.6,6.34,30.9,10.0,7.79,2.76,2.55,0.28,0.00,2.28,1.10,4.28,4.07,0.00,Matches
437,Dominic Solanke\Dominic-Solanke,eng ENG,FWMF,Bournemouth,21,1997,18.3,0.60,0.55,0.11,0.49,0.00,0.16,1.48,11.1,1.31,35.0,8.25,23.6,4.59,17.4,13.0,1.04,0.27,0.00,0.77,0.38,0.98,1.15,0.00,Matches
438,Tomáš Souèek\Tomas-Soucek,cz CZE,MF,West Ham,24,1995,11.6,3.02,2.16,1.29,1.47,0.26,0.43,1.64,26.3,1.21,20.7,6.64,32.1,8.28,8.79,3.62,1.38,0.26,0.00,1.12,1.29,4.31,3.28,0.00,Matches
439,Ça?lar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,23,1996,33.7,2.17,1.39,1.45,0.68,0.03,0.86,1.63,52.7,0.77,8.84,3.53,39.9,5.58,3.06,0.21,1.45,0.56,0.06,0.89,0.77,2.94,6.59,0.03,Matches
440,Dennis Srbeny\Dennis-Srbeny,de GER,MFFW,Norwich City,25,1994,0.5,10.0,8.00,6.00,4.00,0.00,2.00,6.00,33.3,4.00,40.0,18.0,45.0,8.00,18.0,14.0,0.00,0.00,0.00,0.00,0.00,10.0,2.00,0.00,Matches
441,Jack Stacey\Jack-Stacey,eng ENG,DF,Bournemouth,23,1996,17.2,1.22,0.76,0.76,0.29,0.17,0.29,1.22,23.8,0.93,14.0,3.60,25.7,6.74,4.65,2.62,2.38,0.52,0.00,1.86,0.81,2.03,3.08,0.06,Matches
442,Junior Stanislas\Junior-Stanislas,eng ENG,MFDF,Bournemouth,29,1989,7.9,1.27,0.76,0.25,0.25,0.76,0.51,1.14,44.4,0.63,13.5,4.30,31.8,4.05,5.19,4.30,1.14,0.00,0.00,1.14,0.13,1.39,0.25,0.00,Matches
443,Jed Steer\Jed-Steer,eng ENG,GK,Aston Villa,26,1992,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
444,Dale Stephens\Dale-Stephens,eng ENG,MF,Brighton,30,1989,28.1,2.70,1.42,1.17,1.21,0.32,0.75,2.53,29.6,1.78,16.5,5.34,32.3,7.40,7.90,1.25,1.53,0.46,0.04,1.07,1.39,4.09,1.64,0.11,Matches
445,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,25,1994,27.2,2.06,1.29,1.51,0.51,0.04,0.77,1.80,42.9,1.03,8.20,2.87,35.0,5.33,2.57,0.29,2.21,0.96,0.00,1.25,0.66,2.72,6.73,0.07,Matches
446,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,24,1994,29.5,1.39,0.98,0.27,0.64,0.47,0.34,1.12,30.3,0.78,14.0,4.47,32.0,2.27,6.03,5.66,0.85,0.10,0.00,0.75,0.34,1.73,0.27,0.00,Matches
447,Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,29,1990,37.2,2.04,1.16,1.16,0.67,0.22,0.65,1.99,32.4,1.34,16.3,4.33,26.6,7.50,5.97,2.82,2.04,0.16,0.00,1.88,0.65,2.69,2.42,0.05,Matches
448,Marco Stiepermann\Marco-Stiepermann,de GER,MF,Norwich City,28,1991,13.1,1.37,0.53,0.69,0.53,0.15,0.46,1.68,27.3,1.22,19.6,4.05,20.6,3.59,10.2,5.88,1.15,0.31,0.00,0.84,0.23,1.60,1.22,0.00,Matches
449,John Stones\John-Stones,eng ENG,DF,Manchester City,25,1994,12.5,1.52,0.96,0.80,0.56,0.16,0.32,0.64,50.0,0.32,7.20,3.12,43.3,3.76,3.04,0.40,1.20,0.24,0.00,0.96,0.16,1.68,3.04,0.08,Matches
450,Isaac Success\Isaac-Success,ng NGA,FWMF,Watford,23,1996,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,17.5,2.50,14.3,0.00,3.75,13.8,0.00,0.00,0.00,0.00,1.25,1.25,0.00,0.00,Matches
451,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Newcastle Utd,30,1989,1.5,0.67,0.67,0.67,0.00,0.00,0.00,1.33,0.0,1.33,26.0,2.67,10.3,14.0,10.0,2.00,0.67,0.00,0.00,0.67,2.00,2.67,2.00,0.00,Matches
452,Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,32,1986,2.6,1.92,0.77,0.77,1.15,0.00,1.15,1.54,75.0,0.38,17.3,4.23,24.4,7.31,7.69,2.31,1.54,0.00,0.00,1.54,0.38,2.31,2.31,0.00,Matches
453,Sam Surridge\Sam-Surridge,eng ENG,FW,Bournemouth,21,1998,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,53.3,10.0,18.8,0.00,23.3,30.0,3.33,0.00,0.00,3.33,3.33,3.33,0.00,0.00,Matches
454,Japhet Tanganga\Japhet-Tanganga,eng ENG,DF,Tottenham,20,1999,5.8,3.45,2.59,2.41,0.86,0.17,1.55,3.28,47.4,1.72,16.4,5.17,31.6,8.97,6.55,0.86,2.07,0.86,0.17,1.21,1.55,5.00,5.69,0.17,Matches
455,Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,23,1995,25.5,2.24,1.29,1.49,0.63,0.12,0.78,2.20,35.7,1.41,14.6,4.27,29.3,7.22,5.69,1.69,2.67,0.35,0.00,2.31,0.82,3.06,3.45,0.04,Matches
456,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,26,1992,38.0,2.00,1.34,1.42,0.58,0.00,0.66,1.32,50.0,0.66,8.24,2.63,31.9,5.71,2.21,0.32,2.24,1.21,0.00,1.03,1.13,3.13,8.66,0.03,Matches
457,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,25,1993,21.6,1.99,0.74,1.20,0.65,0.14,0.79,1.99,39.5,1.20,10.4,3.01,29.0,5.42,3.66,1.30,2.78,0.32,0.00,2.45,0.60,2.59,4.91,0.05,Matches
458,Neil Taylor\Neil-Taylor,wal WAL,DF,Aston Villa,30,1989,12.1,1.65,0.83,1.24,0.41,0.00,0.83,1.82,45.5,0.99,10.0,2.73,27.3,5.04,4.38,0.58,3.14,0.41,0.00,2.73,0.91,2.56,2.64,0.00,Matches
459,Nathan Tella\Nathan-Tella,eng ENG,FW,Southampton,20,1999,0.0,0,0,0,0,0,0,0,,0,2,0,0.0,0,1,1,0,0,0,0,0,0,0,0,Matches
460,Alexander Tettey\Alexander-Tettey,no NOR,MFDF,Norwich City,33,1986,26.0,1.19,0.77,0.42,0.69,0.08,0.46,1.65,27.9,1.19,14.8,3.77,25.5,7.12,6.81,0.85,1.54,0.58,0.00,0.96,1.00,2.19,3.27,0.00,Matches
