Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
1,Patrick van Aanholt\Patrick-van-Aanholt,nl NED,DF,Crystal Palace,28,1990,27.9,44.0,55.8,78.8,761.7,332.6,20.7,23.2,89.3,18.7,22.7,82.2,4.01,7.92,50.7,0.07,0.11,-0.04,1.15,3.08,0.90,0.18,4.62,Matches
2,Max Aarons\Max-Aarons,eng ENG,DF,Norwich City,19,2000,36.0,36.6,46.8,78.1,563.7,189.8,20.4,22.8,89.4,13.2,16.6,79.7,2.17,4.83,44.8,0.03,0.09,-0.07,0.67,1.19,0.89,0.36,2.14,Matches
3,Tammy Abraham\Tammy-Abraham,eng ENG,FW,Chelsea,21,1997,24.6,11.7,16.7,69.9,171.3,33.0,6.46,9.02,71.6,3.13,4.11,76.2,1.06,1.42,74.3,0.12,0.10,0.02,0.73,0.65,0.20,0.00,1.26,Matches
4,Che Adams\Che-Adams,eng ENG,FW,Southampton,23,1996,12.3,15.0,21.5,69.4,238.3,51.3,7.80,10.1,77.4,5.37,7.40,72.5,0.98,1.95,50.0,0.16,0.10,0.07,0.89,0.98,0.24,0.00,1.54,Matches
5,Adrián\Adrian,es ESP,GK,Liverpool,32,1987,9.7,23.4,32.4,72.3,703.0,393.3,3.09,3.09,100.0,10.7,10.9,98.1,9.38,17.9,52.3,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,Matches
6,Sergio Agüero\Sergio-Aguero,ar ARG,FW,Manchester City,31,1988,16.1,17.6,22.8,77.4,232.7,48.8,10.9,13.2,82.5,5.03,6.46,77.9,0.68,0.81,84.6,0.19,0.15,0.04,0.99,0.75,1.24,0.00,1.99,Matches
7,Albian Ajeti\Albian-Ajeti,ch SUI,MFFW,West Ham,22,1997,1.5,10.0,12.0,83.3,101.3,5.33,8.00,8.00,100.0,1.33,3.33,40.0,0.00,0.00,,0.00,0.07,-0.07,1.33,0.00,0.00,0.00,0.00,Matches
8,Nathan Aké\Nathan-Ake,nl NED,DF,Bournemouth,24,1995,27.8,37.5,42.6,88.1,780.2,252.8,10.9,11.9,91.8,20.3,21.9,92.6,5.97,8.06,74.1,0.07,0.02,0.05,0.14,2.37,0.36,0.00,2.05,Matches
9,Marc Albrighton\Marc-Albrighton,eng ENG,MFDF,Leicester City,29,1989,9.6,35.8,52.8,67.9,644.7,254.6,18.3,21.6,85.0,12.1,16.0,75.3,4.79,12.0,40.0,0.31,0.21,0.10,1.88,3.23,2.08,0.94,5.21,Matches
10,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,Tottenham,30,1989,32.9,47.6,57.6,82.7,1133.9,296.8,10.2,10.9,93.3,26.4,28.5,92.6,10.8,17.4,61.8,0.06,0.03,0.03,0.33,3.95,0.49,0.03,2.64,Matches
11,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,Liverpool,20,1998,35.3,63.9,89.2,71.6,1411.8,566.4,21.6,24.1,89.5,28.7,36.1,79.5,12.6,25.6,49.4,0.37,0.28,0.09,2.41,5.67,2.55,0.85,7.76,Matches
12,Alisson\Alisson,br BRA,GK,Liverpool,26,1992,28.3,28.1,32.7,85.8,787.2,434.8,5.30,5.30,100.0,12.4,12.6,98.9,10.2,14.7,69.5,0.04,0.02,0.02,0.07,0.25,0.04,0.00,0.04,Matches
13,Dele Alli\Dele-Alli,eng ENG,MFFW,Tottenham,23,1996,20.5,30.3,39.3,77.1,501.9,116.3,15.3,18.3,83.7,11.8,13.8,85.2,2.49,4.29,58.0,0.20,0.10,0.10,1.07,2.00,1.17,0.00,3.17,Matches
14,Miguel Almirón\Miguel-Almiron,py PAR,MFFW,Newcastle Utd,25,1994,33.6,20.3,26.6,76.3,321.4,76.6,11.0,12.7,86.4,7.20,9.11,79.1,1.49,2.92,51.0,0.06,0.05,0.01,0.80,1.19,0.71,0.12,1.96,Matches
15,Marcos Alonso\Marcos-Alonso,es ESP,DF,Chelsea,28,1990,15.9,57.6,69.7,82.7,1020.1,312.7,24.8,27.8,89.1,26.8,31.1,86.1,5.28,8.36,63.2,0.13,0.14,-0.01,1.64,2.20,1.82,0.88,4.40,Matches
16,Steven Alzate\Steven-Alzate,co COL,MFDF,Brighton,20,1998,13.2,42.7,50.3,84.9,679.4,197.1,22.1,24.7,89.6,17.7,20.3,86.9,2.12,3.18,66.7,0.00,0.05,-0.05,0.98,2.42,1.21,0.15,4.24,Matches
17,Ibrahim Amadou\Ibrahim-Amadou,fr FRA,DFMF,Norwich City,26,1993,8.4,36.9,43.0,85.9,756.5,212.6,11.2,13.0,86.2,20.1,21.7,92.9,5.36,7.62,70.3,0.00,0.00,0.00,0.12,1.67,0.12,0.00,1.31,Matches
18,Felipe Anderson\Felipe-Anderson,br BRA,MFFW,West Ham,26,1993,16.6,43.7,56.3,77.6,726.2,211.1,23.9,28.3,84.6,14.2,18.0,78.6,4.34,6.20,69.9,0.24,0.19,0.05,1.57,2.95,1.99,0.36,5.12,Matches
19,Florin Andone\Florin-Andone,ro ROU,MFFW,Brighton,26,1993,0.8,10.0,15.0,66.7,96.3,25.0,7.50,10.0,75.0,2.50,3.75,66.7,0.00,0.00,,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.00,Matches
20,Angeli?o\Angelino,es ESP,DF,Manchester City,22,1997,4.7,71.3,90.6,78.6,1290.0,364.0,29.8,32.8,90.9,33.2,40.9,81.3,7.45,14.0,53.0,0.00,0.26,-0.26,1.91,7.02,2.98,1.49,8.30,Matches
21,Faustino Anjorin\Faustino-Anjorin,eng ENG,FW,Chelsea,17,2001,0.2,35.0,35.0,100.0,605.0,70.0,15.0,15.0,100.0,20.0,20.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,Matches
22,Michail Antonio\Michail-Antonio,eng ENG,FW,West Ham,29,1990,19.6,16.6,25.9,64.1,261.6,66.1,9.34,11.8,78.9,4.90,7.86,62.3,1.58,3.37,47.0,0.15,0.14,0.02,1.07,1.07,0.71,0.41,1.63,Matches
23,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,27,1992,19.1,24.4,32.0,76.1,380.9,124.3,13.4,15.8,84.7,8.22,10.4,78.9,1.94,3.30,58.7,0.16,0.06,0.10,0.84,1.73,1.26,0.21,3.14,Matches
24,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,24,1994,33.0,26.6,32.9,80.8,717.4,372.1,3.30,3.33,99.1,15.3,15.5,98.8,7.97,14.1,56.6,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,Matches
25,Christian Atsu\Christian-Atsu,gh GHA,FWMF,Newcastle Utd,27,1992,8.3,19.6,25.1,78.4,312.2,67.8,10.4,11.3,91.5,6.99,8.43,82.9,1.57,3.61,43.3,0.36,0.11,0.25,1.57,0.24,1.20,0.48,1.57,Matches
26,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,30,1989,34.8,17.6,25.5,68.9,269.5,74.3,9.89,12.4,79.4,6.38,9.28,68.7,0.95,2.10,45.2,0.09,0.08,0.00,0.66,0.78,1.35,0.40,2.24,Matches
27,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,26,1992,30.0,42.1,55.1,76.3,699.1,246.7,21.3,23.8,89.5,16.9,21.8,77.3,3.30,6.83,48.3,0.17,0.09,0.07,1.00,2.10,1.33,0.53,3.70,Matches
28,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,27,1991,35.0,19.6,23.9,81.9,277.0,54.0,12.0,13.7,87.5,5.17,6.23,83.0,1.37,2.09,65.8,0.06,0.05,0.00,0.74,1.20,0.63,0.00,1.40,Matches
29,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,29,1989,35.9,63.1,79.1,79.9,1124.3,431.4,26.6,30.0,88.8,30.2,35.7,84.7,5.26,10.3,51.2,0.17,0.16,0.01,1.20,4.12,1.67,0.78,5.07,Matches
30,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,25,1994,1.7,37.6,42.4,88.9,744.7,254.7,12.4,14.1,87.5,20.0,21.2,94.4,5.29,6.47,81.8,0.00,0.00,0.00,0.00,1.18,0.00,0.00,2.35,Matches
31,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,34,1984,4.5,37.3,46.4,80.4,656.0,244.2,18.2,19.3,94.3,16.4,19.1,86.0,2.67,6.67,40.0,0.00,0.16,-0.16,1.33,1.33,1.56,1.11,2.89,Matches
32,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,27,1991,13.1,27.6,37.2,74.1,621.1,220.7,7.71,9.39,82.1,13.7,15.9,86.1,5.95,11.0,54.2,0.00,0.00,0.00,0.00,1.83,0.15,0.00,2.29,Matches
33,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,26,1993,38.0,30.9,40.8,75.6,474.9,172.1,18.2,20.1,90.3,9.58,12.3,77.9,2.24,5.55,40.3,0.08,0.07,0.01,0.71,1.58,1.18,0.74,2.32,Matches
34,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,34,1985,21.0,28.5,42.7,66.8,542.4,257.2,12.6,14.1,89.5,11.3,15.9,71.0,4.00,10.7,37.5,0.05,0.03,0.01,0.33,3.19,0.71,0.10,3.00,Matches
35,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,25,1993,12.3,43.9,50.1,87.7,840.7,158.7,19.1,22.0,86.7,16.9,18.3,92.4,6.99,8.13,86.0,0.33,0.23,0.10,2.03,4.31,1.54,0.08,3.90,Matches
36,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,29,1989,15.0,10.3,16.9,61.3,141.1,36.8,6.27,8.20,76.4,3.20,5.40,59.3,0.40,1.80,22.2,0.00,0.03,-0.03,0.27,0.40,0.67,0.00,1.47,Matches
37,Harvey Barnes\Harvey-Barnes,eng ENG,MFFW,Leicester City,21,1997,23.1,24.2,31.6,76.7,358.8,88.7,14.0,16.8,83.5,8.23,10.4,79.2,1.21,2.21,54.9,0.35,0.15,0.19,1.34,1.47,1.69,0.13,3.77,Matches
38,Chris Basham\Chris-Basham,eng ENG,DF,Sheffield Utd,31,1988,36.0,30.1,40.6,74.2,567.2,184.3,12.9,14.6,88.2,12.3,16.8,73.1,4.08,7.42,55.1,0.03,0.03,0.00,0.33,1.78,0.33,0.22,1.67,Matches
39,Borja Bastón\Borja-Baston,es ESP,MFFW,Aston Villa,26,1992,0.2,20.0,25.0,80.0,405.0,140.0,10.0,15.0,66.7,0.00,0.00,,10.0,10.0,100.0,0.00,0.00,0.00,0.00,5.00,0.00,0.00,10.0,Matches
40,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Chelsea,25,1993,2.7,22.6,28.1,80.3,286.7,31.5,13.7,16.7,82.2,5.93,6.67,88.9,1.11,1.48,75.0,0.37,0.07,0.30,1.11,0.37,0.00,0.00,0.37,Matches
41,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,23,1996,34.0,33.6,42.2,79.7,682.2,224.3,11.3,12.7,89.1,17.1,20.4,84.0,4.82,8.21,58.8,0.03,0.00,0.03,0.06,1.94,0.06,0.00,1.82,Matches
42,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,24,1995,12.9,43.3,53.2,81.3,712.1,213.5,20.5,23.1,88.9,19.2,22.7,84.6,2.71,4.42,61.4,0.00,0.02,-0.02,0.16,2.48,0.62,0.16,2.95,Matches
43,Ryan Bennett\Ryan-Bennett,eng ENG,DF,Wolves,29,1990,6.7,27.6,35.7,77.4,620.9,237.5,8.36,9.55,87.5,12.1,14.8,81.8,6.72,10.7,62.5,0.00,0.01,-0.01,0.30,3.43,0.15,0.00,2.24,Matches
44,Ryan Bennett\Ryan-Bennett,eng ENG,DF,Leicester City,29,1990,3.7,47.0,59.7,78.7,963.5,406.5,15.1,17.0,88.9,23.5,28.4,82.9,7.30,12.4,58.7,0.00,0.00,0.00,0.00,6.49,0.27,0.27,2.16,Matches
45,Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,Newcastle Utd,24,1994,8.3,41.8,48.7,85.9,820.0,141.9,14.3,15.9,90.2,20.1,22.7,88.8,6.14,7.95,77.3,0.00,0.02,-0.02,0.96,2.65,0.24,0.12,1.69,Matches
46,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,28,1990,14.0,13.6,23.3,58.3,200.3,51.6,7.36,12.0,61.3,4.71,8.07,58.4,0.71,1.43,50.0,0.07,0.15,-0.08,1.21,1.00,0.79,0.14,2.21,Matches
47,Jóhann Berg Gu?mundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,28,1990,6.9,19.1,27.8,68.8,367.2,99.1,10.3,12.5,82.6,4.64,6.52,71.1,4.06,8.12,50.0,0.14,0.12,0.03,1.45,0.58,1.30,1.16,1.45,Matches
48,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,21,1998,10.5,28.4,36.8,77.2,500.1,109.0,13.0,15.6,83.5,11.5,13.9,82.9,3.33,5.05,66.0,0.10,0.04,0.06,0.19,2.86,0.86,0.19,2.76,Matches
49,Steven Bergwijn\Steven-Bergwijn,nl NED,FWMF,Tottenham,21,1997,7.8,28.8,33.2,86.9,403.8,69.9,17.9,19.9,90.3,8.59,9.74,88.2,1.03,1.67,61.5,0.13,0.13,0.00,1.67,1.28,1.41,0.51,1.54,Matches
50,Bernard\Bernard,br BRA,MFFW,Everton,26,1992,14.2,30.0,40.4,74.3,492.8,139.4,14.9,18.0,82.4,12.1,14.8,81.9,2.39,4.65,51.5,0.14,0.13,0.01,1.55,2.68,1.83,0.42,4.15,Matches
51,Bernardo\Bernardo,br BRA,DF,Brighton,24,1995,7.5,38.1,51.1,74.7,629.5,277.2,18.9,22.8,83.0,16.3,20.8,78.2,2.40,5.47,43.9,0.00,0.03,-0.03,0.40,3.47,1.07,0.40,5.20,Matches
52,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,29,1989,30.5,40.8,54.3,75.1,685.6,295.0,21.5,24.7,87.1,14.9,18.8,79.1,3.48,7.87,44.2,0.03,0.12,-0.09,1.11,3.48,1.11,0.52,4.16,Matches
53,Muhamed Bešiæ\Muhamed-Besic,ba BIH,MF,Sheffield Utd,26,1992,2.8,30.7,37.9,81.1,541.4,117.1,17.5,19.3,90.7,9.29,11.1,83.9,3.57,5.71,62.5,0.00,0.04,-0.04,0.36,2.14,0.71,0.00,3.21,Matches
54,Philip Billing\Philip-Billing,dk DEN,MF,Bournemouth,23,1996,28.1,31.2,42.0,74.5,567.0,140.8,13.9,17.9,77.9,12.6,15.7,80.5,4.02,6.65,60.4,0.04,0.04,0.00,0.57,2.74,0.57,0.07,2.70,Matches
55,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,22,1996,14.0,37.5,44.4,84.4,731.0,140.4,16.0,18.2,87.8,14.9,17.0,87.8,6.00,7.93,75.7,0.00,0.01,-0.01,0.29,3.43,0.43,0.00,2.86,Matches
56,Willy Boly\Willy-Boly,ci CIV,DF,Wolves,28,1991,22.0,36.0,43.6,82.7,697.5,273.8,13.9,15.3,90.8,17.8,20.0,88.9,3.95,7.32,54.0,0.05,0.01,0.03,0.18,1.55,0.09,0.00,1.68,Matches
57,Gaëtan Bong\Gaetan-Bong,cm CMR,MFDF,Brighton,31,1988,0.7,34.3,50.0,68.6,611.4,250.0,17.1,22.9,75.0,12.9,17.1,75.0,4.29,8.57,50.0,0.00,0.14,-0.14,2.86,4.29,1.43,1.43,4.29,Matches
58,Sofiane Boufal\Sofiane-Boufal,ma MAR,MFFW,Southampton,25,1993,8.5,29.1,38.2,76.0,442.8,125.6,18.4,21.5,85.2,7.76,10.6,73.3,2.35,4.35,54.1,0.24,0.32,-0.08,1.76,2.12,1.65,0.35,2.94,Matches
59,Jarrod Bowen\Jarrod-Bowen,eng ENG,FW,West Ham,22,1996,10.2,18.4,27.1,68.1,363.1,119.1,7.75,9.22,84.0,6.96,8.63,80.7,3.04,6.67,45.6,0.39,0.22,0.18,1.37,1.18,0.88,0.39,1.76,Matches
60,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,27,1992,5.0,21.6,33.4,64.7,340.4,134.6,12.0,14.6,82.2,7.00,11.8,59.3,2.00,5.40,37.0,0.40,0.06,0.34,1.60,1.20,1.40,0.20,3.80,Matches
61,Jarrad Branthwaite\Jarrad-Branthwaite,eng ENG,DF,Everton,17,2002,3.3,56.7,64.2,88.2,1318.5,394.8,10.0,10.6,94.3,35.2,37.9,92.8,10.9,14.8,73.5,0.00,0.00,0.00,0.00,2.73,0.30,0.00,1.21,Matches
62,Claudio Bravo\Claudio-Bravo,cl CHI,GK,Manchester City,36,1983,3.9,25.9,33.8,76.5,691.8,398.5,5.38,5.64,95.5,12.3,12.3,100.0,8.21,15.9,51.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
63,Armando Broja\Armando-Broja,al ALB,FW,Chelsea,17,2001,0.1,20.0,20.0,100.0,130.0,0.00,10.0,10.0,100.0,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
64,David Brooks\David-Brooks,wal WAL,MF,Bournemouth,22,1997,5.6,21.6,32.0,67.6,346.1,123.9,12.5,14.8,84.3,6.25,9.46,66.0,2.50,5.71,43.8,0.00,0.07,-0.07,0.89,1.25,1.61,0.89,3.57,Matches
65,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,23,1995,8.9,31.0,38.2,81.2,485.8,119.4,17.2,18.9,91.1,10.8,13.4,80.7,1.91,4.27,44.7,0.00,0.02,-0.02,0.45,2.13,0.22,0.00,1.91,Matches
66,Emi Buendía\Emi-Buendia,ar ARG,FWMF,Norwich City,22,1996,27.4,41.8,56.0,74.6,749.0,255.5,21.9,25.4,86.1,12.2,15.1,80.5,6.53,12.6,51.9,0.26,0.26,-0.01,2.88,5.29,2.12,0.15,6.31,Matches
67,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,27,1992,32.0,43.4,57.5,75.4,749.5,273.0,21.2,24.3,87.0,18.1,22.3,81.0,3.66,8.63,42.4,0.00,0.04,-0.04,0.56,3.47,0.66,0.25,3.31,Matches
68,Sam Byram\Sam-Byram,eng ENG,DF,Norwich City,25,1993,14.4,43.4,53.0,81.9,685.8,234.4,23.3,25.7,90.8,16.4,19.9,82.5,2.71,5.21,52.0,0.00,0.03,-0.03,0.49,1.53,0.35,0.00,2.99,Matches
69,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,37,1981,5.0,24.2,33.0,73.3,680.6,435.4,4.60,4.60,100.0,11.0,11.0,100.0,8.60,17.4,49.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
70,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,33,1985,24.1,34.3,39.5,86.7,772.0,230.1,8.84,9.71,91.0,18.1,19.8,91.6,7.01,9.34,75.1,0.04,0.01,0.03,0.08,1.41,0.08,0.00,1.41,Matches
71,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,22,1997,29.2,13.5,20.3,66.2,203.4,44.8,7.67,10.9,70.2,4.42,6.71,65.8,0.92,1.40,65.9,0.03,0.03,0.00,0.51,1.16,0.45,0.10,1.34,Matches
72,Víctor Camarasa\Victor-Camarasa,es ESP,MF,Crystal Palace,25,1994,0.1,30.0,30.0,100.0,440.0,110.0,20.0,20.0,100.0,10.0,10.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
73,Jo?o Cancelo\Joao-Cancelo,pt POR,DF,Manchester City,25,1994,13.4,75.2,85.6,87.9,1372.8,377.2,33.1,35.7,92.9,33.0,37.0,89.1,8.66,11.0,78.4,0.00,0.13,-0.13,1.12,7.31,1.72,0.22,6.57,Matches
74,Todd Cantwell\Todd-Cantwell,eng ENG,FWMF,Norwich City,21,1998,27.7,31.9,39.9,79.9,481.3,109.9,18.9,21.7,87.2,9.28,11.4,81.1,2.35,4.12,57.0,0.07,0.10,-0.03,1.30,2.56,0.76,0.04,2.78,Matches
75,Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,31,1988,29.2,39.7,49.0,81.0,829.8,220.0,15.3,17.8,85.8,16.3,18.8,86.4,7.36,10.9,67.4,0.10,0.11,-0.00,0.65,4.45,0.27,0.03,4.04,Matches
76,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,30,1989,7.0,19.1,29.6,64.7,316.4,69.0,10.1,14.3,71.0,5.57,9.29,60.0,2.43,3.86,63.0,0.57,0.23,0.34,1.57,1.71,1.29,0.29,2.14,Matches
77,Jonny Castro\Jonny-Castro,es ESP,DF,Wolves,25,1994,32.1,36.7,45.0,81.5,557.4,183.7,21.3,23.7,90.1,12.5,15.6,80.4,1.96,3.40,57.8,0.06,0.03,0.03,0.59,1.65,0.62,0.16,2.71,Matches
78,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,30,1989,27.6,26.1,31.3,83.2,569.2,177.9,8.30,9.24,89.8,12.1,13.5,89.8,5.40,8.08,66.8,0.00,0.00,0.00,0.04,1.34,0.11,0.04,1.41,Matches
79,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,22,1996,18.8,58.3,69.2,84.2,1175.9,294.8,22.2,24.0,92.5,25.7,28.1,91.3,10.1,14.8,68.0,0.11,0.10,0.01,1.54,6.38,1.60,0.11,5.59,Matches
80,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MF,Watford,24,1994,10.3,25.5,34.8,73.5,445.8,120.1,11.9,14.9,80.4,10.3,12.2,84.1,2.62,5.53,47.4,0.10,0.11,-0.01,0.78,2.33,0.39,0.00,3.30,Matches
81,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,24,1995,12.2,57.5,70.9,81.2,1169.6,354.6,18.5,21.1,87.6,29.6,33.4,88.5,8.85,13.8,64.3,0.08,0.06,0.02,0.33,2.95,0.41,0.16,3.69,Matches
82,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,22,1996,26.4,57.8,74.1,78.1,990.1,316.1,28.4,31.4,90.5,24.2,29.5,82.0,4.70,10.5,44.6,0.11,0.14,-0.02,1.36,3.48,0.87,0.45,4.28,Matches
83,Tahith Chong\Tahith-Chong,nl NED,FWMF,Manchester Utd,19,1999,0.4,22.5,35.0,64.3,340.0,90.0,10.0,15.0,66.7,12.5,12.5,100.0,0.00,2.50,0.0,0.00,0.00,0.00,0.00,2.50,0.00,0.00,5.00,Matches
84,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,21,1997,9.9,43.2,49.9,86.6,787.3,153.8,18.1,19.9,90.9,19.0,21.1,90.0,5.25,6.77,77.6,0.10,0.01,0.09,0.30,3.03,0.20,0.00,1.92,Matches
85,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,23,1996,19.5,59.8,64.5,92.7,1363.8,329.8,13.8,14.5,95.4,33.5,34.8,96.2,12.2,14.4,84.3,0.00,0.05,-0.05,0.21,4.21,0.10,0.00,2.41,Matches
86,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,29,1989,13.2,19.2,24.4,78.6,409.9,155.8,5.91,6.59,89.7,9.77,11.7,83.8,3.26,5.68,57.3,0.00,0.00,0.00,0.08,1.52,0.15,0.00,1.14,Matches
87,Leon Clarke\Leon-Clarke,eng ENG,FWMF,Sheffield Utd,34,1985,0.4,12.5,17.5,71.4,182.5,17.5,10.0,12.5,80.0,2.50,5.00,50.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
88,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,29,1989,10.8,33.9,43.4,78.0,550.4,182.4,18.5,20.2,91.7,10.6,13.2,80.4,3.15,7.69,41.0,0.00,0.05,-0.05,1.30,3.24,1.20,0.37,4.17,Matches
89,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,26,1993,38.0,40.3,46.9,85.9,1116.7,393.4,5.92,6.42,92.2,20.2,21.4,94.2,13.9,18.4,75.5,0.00,0.02,-0.02,0.13,3.03,0.18,0.00,1.39,Matches
90,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,30,1988,20.4,39.9,51.9,76.8,705.8,300.0,19.0,21.2,89.8,16.6,21.0,79.0,3.73,7.01,53.1,0.05,0.03,0.02,0.39,3.24,0.64,0.20,3.92,Matches
91,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,19,2000,14.0,9.00,11.6,77.3,124.2,17.3,5.43,6.57,82.6,2.21,2.79,79.5,0.50,0.79,63.6,0.07,0.02,0.05,0.43,0.43,0.14,0.00,0.71,Matches
92,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,22,1997,15.0,37.3,47.9,77.9,744.0,219.5,15.1,18.1,83.4,16.3,19.3,84.1,5.53,8.67,63.8,0.00,0.07,-0.07,0.87,4.07,0.73,0.07,4.33,Matches
93,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,28,1991,27.0,36.8,45.3,81.3,841.5,278.0,7.56,8.70,86.8,21.6,24.2,89.4,7.37,11.6,63.8,0.00,0.01,-0.01,0.11,1.81,0.11,0.00,2.07,Matches
94,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,30,1989,29.0,25.6,32.2,79.6,429.1,95.5,12.7,14.6,87.2,8.83,10.9,80.8,2.90,4.52,64.1,0.00,0.02,-0.02,0.34,1.90,0.31,0.03,2.10,Matches
95,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,29,1989,30.3,41.0,55.5,73.8,713.9,353.2,20.4,22.4,91.2,15.6,19.8,79.0,4.32,10.4,41.6,0.00,0.06,-0.06,0.76,3.76,0.73,0.50,4.06,Matches
96,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Wolves,21,1998,3.3,11.5,17.0,67.9,147.9,20.3,7.58,10.0,75.8,3.33,4.85,68.8,0.00,1.52,0.0,0.00,0.00,0.00,0.30,0.61,0.00,0.00,0.30,Matches
97,Diogo Dalot\Diogo-Dalot,pt POR,DF,Manchester Utd,20,1999,0.7,72.9,91.4,79.7,1267.1,354.3,34.3,38.6,88.9,30.0,35.7,84.0,7.14,14.3,50.0,0.00,0.00,0.00,0.00,1.43,0.00,0.00,2.86,Matches
98,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,32,1986,1.4,25.0,35.0,71.4,500.0,232.9,9.29,10.0,92.9,9.29,12.9,72.2,4.29,10.0,42.9,0.00,0.07,-0.07,1.43,2.86,0.71,0.71,1.43,Matches
99,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,32,1987,14.1,32.7,39.4,83.1,698.0,291.3,9.86,11.3,86.9,16.5,18.2,90.7,5.82,8.58,67.8,0.07,0.03,0.04,0.35,1.70,0.00,0.00,1.99,Matches
100,Kevin Danso\Kevin-Danso,at AUT,DF,Southampton,20,1998,3.1,37.1,51.3,72.3,661.6,291.9,19.0,21.9,86.8,13.9,17.1,81.1,4.19,11.3,37.1,0.32,0.06,0.26,0.32,3.23,0.65,0.32,2.58,Matches
101,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,26,1993,15.9,45.9,60.1,76.4,825.8,333.0,18.9,21.9,86.5,22.0,27.8,79.2,4.09,7.92,51.6,0.00,0.04,-0.04,0.63,3.90,0.57,0.38,4.34,Matches
